City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
229,Dobryanka,RU,2020-02-21 23:40:50,58.46,56.42,30.2,100,20,8.95
230,Bengkulu,ID,2020-02-21 23:40:50,-3.8,102.27,74.16,86,2,3.6
231,Benghazi,LY,2020-02-21 23:38:59,32.12,20.07,56.68,61,64,16.67
232,Alofi,NU,2020-02-21 23:40:51,-19.06,-169.92,84.2,79,75,9.17
233,Pasni,PK,2020-02-21 23:40:51,25.26,63.47,64.58,41,0,1.7
234,Boma,GH,2020-02-21 23:40:52,7.08,-2.17,74.95,81,34,2.46
235,Penzance,GB,2020-02-21 23:40:52,50.12,-5.54,51.01,81,10,33.33
236,Souillac,MU,2020-02-21 23:40:52,-20.52,57.52,77.0,73,40,4.7
237,Bodden Town,KY,2020-02-21 23:40:52,19.28,-81.25,82.4,74,40,6.93
238,Acapulco,MX,2020-02-21 23:37:07,16.86,-99.89,84.2,74,20,10.29
239,Haines Junction,CA,2020-02-21 23:40:53,60.75,-137.51,20.43,86,84,13.22
240,Lebu,CL,2020-02-21 23:40:53,-37.62,-73.65,57.56,85,0,2.39
241,Bijar,IR,2020-02-21 23:40:53,35.87,47.61,31.5,88,99,2.73
242,Belmonte,BR,2020-02-21 23:40:53,-15.86,-38.88,82.4,78,8,9.17
243,Clyde River,CA,2020-02-21 23:37:20,70.47,-68.59,-22.0,82,5,5.82
244,Maumere,ID,2020-02-21 23:40:53,-8.62,122.21,79.59,80,84,5.64
245,Yar-Sale,RU,2020-02-21 23:40:54,66.83,70.83,3.92,84,0,8.5
246,Rheinbach,DE,2020-02-21 23:40:54,50.63,6.95,46.0,75,53,5.82
247,Pevek,RU,2020-02-21 23:40:54,69.7,170.31,-8.99,97,100,12.95
248,Jalu,LY,2020-02-21 23:40:55,29.03,21.55,53.69,57,3,7.94
249,Touros,BR,2020-02-21 23:40:55,-5.2,-35.46,80.6,88,20,6.93
250,Pyay,MM,2020-02-21 23:40:55,18.82,95.22,64.15,43,0,2.19
251,Payo,ID,2020-02-21 23:40:55,-3.75,103.64,68.4,96,86,1.66
252,Vangaindrano,MG,2020-02-21 23:40:55,-23.35,47.6,72.59,98,100,4.59
253,Ushtobe,KZ,2020-02-21 23:40:56,45.25,77.98,34.25,60,100,3.47
254,Jacareacanga,BR,2020-02-21 23:40:56,-6.22,-57.75,72.5,95,100,1.14
255,Dyurtyuli,RU,2020-02-21 23:40:56,55.49,54.87,25.41,95,100,5.28
256,Komsomolskiy,UZ,2020-02-21 23:38:06,40.43,71.72,41.0,60,82,6.93
257,Lukiv,UA,2020-02-21 23:40:56,51.05,25.4,36.7,97,100,3.85
258,Bonthe,SL,2020-02-21 23:40:57,7.53,-12.51,79.84,85,61,4.79
259,Gulf Gate Estates,US,2020-02-21 23:40:57,27.25,-82.51,55.99,71,90,17.22
260,Lompoc,US,2020-02-21 23:40:57,34.64,-120.46,73.4,26,1,13.87
261,Antofagasta,CL,2020-02-21 23:36:31,-23.65,-70.4,69.8,73,75,9.17
262,Rusne,LT,2020-02-21 23:40:58,55.3,21.38,39.2,80,50,11.18
263,Sabzevar,IR,2020-02-21 23:40:58,36.21,57.68,44.46,70,0,4.97
264,Biharia,RO,2020-02-21 23:40:58,47.15,21.92,34.0,100,78,1.12
265,Port-Gentil,GA,2020-02-21 23:40:58,-0.72,8.78,78.8,100,20,10.4
266,Polis,CY,2020-02-21 23:40:58,35.04,32.43,48.2,93,75,3.36
267,Esperance,AU,2020-02-21 23:40:59,-33.87,121.9,64.4,68,100,17.22
268,Castro,BR,2020-02-21 23:40:59,-24.79,-50.01,64.69,99,17,8.55
269,Shwebo,MM,2020-02-21 23:40:59,22.57,95.7,62.65,44,0,5.7
270,Manzhouli,CN,2020-02-21 23:40:59,49.6,117.43,2.03,93,0,8.16
271,Saint-Pierre,RE,2020-02-21 23:41:00,-21.34,55.48,77.0,73,90,4.7
272,Airai,TL,2020-02-21 23:41:00,-8.93,125.41,76.08,70,75,1.99
